Representation,Feature_Selection,Top_K,Model,Accuracy,Precision,Recall,F1_score,ROC_AUC,Log_Loss,Training_Time
TF-IDF,Fisher,400,Random Forest,0.8772750910036401,0.8590494791666666,0.9056280027453671,0.8817240227196792,0.9478795223734204,0.37951006221079203,17.946768045425415
TF-IDF,Fisher,400,LinearSVC,0.8658346333853354,0.8470645475186507,0.896190803019904,0.870935467733867,0.9544980629775695,0.2631514430937833,0.919215202331543
TF-IDF,Fisher,600,Logistic Regression,0.8653146125845034,0.8502130449033104,0.8901853122855182,0.8697401508801341,0.9534453817370577,0.27870909480726025,0.37067508697509766
TF-IDF,Fisher,600,Random Forest,0.8802218755416883,0.8690239043824701,0.8982498284145505,0.8833952075599055,0.9488615260347113,0.35231555235660034,21.1082284450531
TF-IDF,Fisher,600,LinearSVC,0.8724215635292079,0.8602381739993384,0.8924159231297186,0.8760316658244904,0.9582794036158553,0.2536316515941316,1.0020804405212402
TF-IDF,Fisher,1000,Logistic Regression,0.8705148205928237,0.8571193144363876,0.8924159231297186,0.8744115669132482,0.9565031185880832,0.26862796951666107,0.2905097007751465
TF-IDF,Fisher,1000,Random Forest,0.8822152886115444,0.8787930157653839,0.8894989704873026,0.884113584036838,0.9518137573667556,0.322951758019307,23.962554454803467
TF-IDF,Fisher,1000,LinearSVC,0.8769284104697521,0.8683155080213903,0.8915579958819492,0.8797832712495767,0.9609152085409287,0.24585067142745137,1.0549232959747314
TF-IDF,Fisher,1500,Logistic Regression,0.87597503900156,0.8695579088922508,0.88761153054221,0.8784919758852,0.9600284633516318,0.259970022664127,0.2864570617675781
TF-IDF,Fisher,1500,Random Forest,0.8864621251516728,0.89493006993007,0.8783459162663007,0.8865604433668167,0.9542250738328283,0.3153425580436268,28.65548324584961
TF-IDF,Fisher,1500,LinearSVC,0.8855087536834807,0.8827925938508578,0.891729581331503,0.8872385830132309,0.9638997135634841,0.23846826430877277,1.1978974342346191
Word Embeddings,None,All,LSTM,0.9036228115791298,0.9040438656614119,0.9052848318462594,0.9046639231824417,0.9755869965274231,0.19054342972753888,993.3273484706879
